critica,nota,url
"No, por mucho que algunos lo pretendan, esto no es “La clase” ni se le parece lo más mínimo. Sí, tienen en común que las dos transcurren en el ámbito escolar, que son películas sobre la educación, que plantean conflictos de aula, pero nada más. 
 
“Profesor Lazhar” parte de un hecho completamente incomprensible, demencial, pero al que Philippe Falardeu no da una explicación mínimamente satisfactoria en todo el filme: la profesora de unos niños aparece ahorcada en su clase. Por qué una persona decidiría suicidarse en un lugar lleno de niños, sabiendo que ellos encontrarán su cuerpo y quedarán traumatizados de por vida. Pues ni lo sabemos al principio de la película ni lo averiguamos al final. 
 
A partir de ahí un despropósito tras otro. De repente aparece un profesor argelino ofreciéndose a dar clases a estos niños y sin curriculum ni papeles ni nada es contratado inmediatamente. Bien podría haber sido un terrorista o un pederasta o un farsante sin titulación ni experiencia, pero nada, lo contratan y lo colocan al frente de una clase con un montón de chiquillos hechos polvo por el suicidio de su profesora. Y que sea lo que Dios quiera. 
 
Por otra parte, lo que en “La clase” era un exquisito respeto por todos los elementos del sistema educativo, un difícil ejercicio de objetividad, de retratar la realidad tal cual sin intervenir en ella, aquí es como una especie de alegato a los métodos del profesor argelino.  
 
Una versión moderna de “Rebelión en  las aulas”? No, tampoco, imposible, porque el profesor Lazhar carece por completo de atractivo personal, nada que ver con ese profesor revolucionario y lleno de carisma que interpretaba Poitier, cuya mera presencia física ponía los pelos como escarpias. Lazhar es un tipo triste, gris, nada dinámico, que lo primero que hace al entrar al aula es cambiar los pupitres, que estaban en círculo para trabajar en grupo, y ponerlos en fila, como toda la vida de dios. Vamos, la antítesis del docente innovador y deslumbrante. 
 
Y es normal, luego nos enteramos de que este hombre tiene un pasado terrible y que su situación presente es bastante problemática, así que poco dinamismo puede aportar a su clase. Es un tipo destrozado por la vida y, a diferencia del personaje de Poitier, da más pena que otra cosa.  
 
Lazhar no es magnético, no impresiona, no tiene madera de líder, así que es imposible entender el entusiasmo que supuestamente despierta en sus alumnos. Ni, por cierto, en la profesora de la clase de al lado, que de forma incomprensible le hace ojitos. En fin, que este caballero de triste figura, aparte de despertar una inmensa piedad no puede ser nunca ese profesor emblemático, de los que nunca se olvidan, que el director pretende colarnos. Vamos, ni de coña.",3,https://www.filmaffinity.com/es/reviews/2/581156.html
"Prometedora película de animación de sus tiempos que se lanzó bajo el lema de terrorismo nihilista anti-tradicional y sirvió para vender algunos videojuegos. La película es entretenida, sin duda, pero no diría que innovadora. Shrek presenta una historia destinada a romper esquemas y quizá lo hizo pero es un crimen tan premeditado que ya conozco al autor de los hechos antes de que ocurran. Todo gira en torno a una historia que resulta bastante simple y que no es más que un refrito de la típica historia del inadaptado del instituto llevada a una ciénaga. El concepto de anti-héroe se queda tan superficial como la belleza que critica la película y los roles continúan siendo tremendamente parecidos a los que ya se han visto. El papel de protagonista recesivo e inactivo se vuelve tremendamente presente en un personaje que sólo se mueve por las circunstancias y que casi se ve obligado a prosperar por ellas pese a que su máxima en la vida es seguir como está. Me chirría en la mente la idea de que los productores de este film envien este mensaje a los niños.",4,https://www.filmaffinity.com/es/reviews/4/494558.html
"Shadyac & Carrey repiten la fórmula de ""Mentiroso compulsivo"" (actor protagonista fuera de control, premisa fantástica, último tercio basado en ñoña moralina...) y vuelven a arrasar en taquilla. 
 
Yo me quedo con Morgan Freeman (este hombre parece estar por encima del bien y del mal haga lo que haga) y a Steve Carrel (""Virgen a los 40""), que interpreta una escena verdaderamente desopilante.",4,https://www.filmaffinity.com/es/reviews/5/555335.html
"¡No os cabreéis, compañeros, que os veo a todos muy tensos! 
Si es que es muy complicado el mundo de las adaptaciones: siempre corres el riesgo de que una legión de fans te linche tres veces más de lo que mereces sólo por mancillar la esencia de lo que sea que se te dé por adaptar. 
 
Bueno, es cierto que esta película mancilla a Super Mario Bros (eso es evidente) pero hay que matizar.  
Dudo que esta patraña sea un insulto al videojuego. O tal vez sí, aunque yo preferiría catalogarla más bien como una tomadura de pelo realizada a modo de cachondeo y, ante todo, desde el cariño y admiración entrañable que puedan suscitar personajes como Mario y Luigi. Es algo así como un despropósito intencionado, con premeditación, pero sin alevosía. Francamente, no creo que los que se encargaron de este proyecto en ningún momento se hayan tomado con seriedad lo que tenían entre manos. Es cuestión de ver a los Goombas, a Koopa y a Yoshi para darse cuenta de que los directores sólo pretendían echarse las risas a costa de la pareja de fontaneros bigotudos. 
 
¡Coño, si Luigi no tiene bigote! 
 
Es cierto, la película es una basura. 
¡Pero eso es lo que cunde! 
 
Esa estética ochentera, esos ridículos personajes, el desbarajuste argumental y todo elamasijo de chorradas y sinsentidos de la cinta son ingredientes suficientes para cocinar unas partidas de chorizo muy exquisitas. De hecho me atrevería a decir que si se suprimieran precisamente los momentos que pretenden ser más divertidos y que pecan de exceso de infantilismo (diálogos bobalicones y reacciones infantiles de los personajes), la película resultaría más que pasable. Pasable como tomadura de pelo al videojuego, como comedia absurda y como parodia de un género que bien podría ser el de aventura-callejera-postapocalíptica-serie-z al más puro estilo The Warriors. 
 
¡Sólo hay que cambiar el chip, señores! 
Y esta película te lo pone bastante fácil, la verdad. 
Precisamente esa es la diferencia entre Super Mario Bros y películas como Alicia en el País de las Maravillas de Tim Burton: que las dos mancillan la obra original (videojuego o no), pero una lo hace de buen rollo y las otras lo hace con una pretenciosa seriedad que te cabrea y repugna hasta la náusea. 
 
Lo dicho, infravalorada. 
Vamos, que un 3 se le puede dar.",3,https://www.filmaffinity.com/es/reviews/3/847778.html
"Como hombre que apenas ha jugado a videojuegos, ésta película me parece tan cutre que no quiero imaginarme que pensará de élla alguien que haya crecido con éstos personajes y éste videojuego en particular, debe sentirse tremendamente insultado al ver ésta payasada fílmica. 
Los actores se parecen a su contraparte del juego menos que Jessica Alba a Susan Storm. Los personajes son tan planos que apenas puedes recordarlos al acabar la cinta. 
¿Algo destacable?, Yoshi me resulta simpático, ¿Se parece en algo al Yoshi original? En nada, aunque como tiranosaurito simpático es una monada. 
También se me hace curioso ver a la tía Petunia en ésta película, por lo demás me sorprende que ésta cinta no arruinase la carrera de sus actores protagonistas. 
 
Sin duda la sitúo entre algunas de las peores películas que he visto en mi vida; aunque al menos me he reído con ella, no como con “Catwoman” de Pitof, que es pésima y encima me enfada.",2,https://www.filmaffinity.com/es/reviews/3/847778.html
"No creo que se pueda hacer una obra maestra con un juego con una historia tan simple como ""un fontanero que mata tortugas y tiene que rescatar a una princesa"", al menos que sea en extremo infantil o con un guión parecido a El señor de los anillos, y esta película queda en el medio. 
Buenas actuaciones pero muy malos escenarios y un argumento demasiado flojo la hacen una película pobre pero que entretiene dentro de todo. 
 
Lo mejor Bob Hoskins, idéntico a Mario.",4,https://www.filmaffinity.com/es/reviews/3/847778.html
"Es una de las candidatas a llevarse el premio a la peor película de la historia, siempre, desde mi punto de vista. Aburrida como ninguna otra, con un guión que nunca nadie en la vida debería haber aprobado. Si Bob Hoskins, por suerte sí se parece a Mario, John Leguizamo está completamente desubicado, del malo Dennis Hopper mejor ni hablo, ¿para qué?. 
Creo que la película no gusta ni a los más pequeños, de hecho no creo que guste ni a las plantas, y sí que se podría heber hecho otra cosa, algo más infantil, con toques de humor adulto en una buena película de aventuras. Con una historia absurda como la es la del juego, seguro, que la Dreamworks o la Pixar hubieran sacado petróleo. 
Desaconsejable 100%.",1,https://www.filmaffinity.com/es/reviews/3/847778.html
"Cuenta la historia de una loca (a causa de traumas infantiles ) que se encapricha de un enfermo mental y monta un cuento mas que empalagoso, subrealista, para al final llevárselo a la cama mientras una voz en off te deleita con una gran selección de detalles que nada tienen que ver con la historia y que resultan en su gran mayoría ridículos. Me irrita enormemente el que todos los personajes de la película parezcan sacados de un manicomio y tengan cara de lelos, pienso que para hacer un ""cuento para mayores"" (como algunos califican) no hace falta que parezca que a los personajes les falta una primavera.",3,https://www.filmaffinity.com/es/reviews/6/151039.html
"Cuando la vote por primera vez le puse un 5 pelao. Pero tras leer alguna críticas y volver a visionarla le he puesto un 2. Menuda mierda de película. Más falsa que un duro sevillano. Tras años de oír hablar de esta peli en mi barrio y el otro día, de nuevo, a una chica muy joven en un autobús, creo que se trata de una película eminentemente generacional, lo que explica que no me gusta porque ya soy demasiado viejo. Como decía, es una película muy falsa y dirigida a gente que se cree la publicidad de la tele, lo de las ONGs y todas esas patrañas. La típica película de un nuevo milenio (es de 2001). De hecho, da pavor pensar que esta película fue el primer gran éxito del siglo XXI.",2,https://www.filmaffinity.com/es/reviews/6/151039.html
"... ha hecho esta película, una tontada con pretensiones de trascendentalismo protagonizada por una chica muy lela a la que dan ganas de sacar de su estúpido mundo de Yupi a guantazos. 
 
Y lo peor es que esta película ha dado alas a muchos/as tontos/as que creen posible trasladar al mundo real sus colorines y sus unicornios. 
 
Insoportable y absurda a partes iguales.",1,https://www.filmaffinity.com/es/reviews/6/151039.html
"Tres cuartos de hora. Cuarenta y cinco minutos. 2700 segundos. Ese es mi límite. Ante tan bien valorada producción y a la que tanto bombo se le ha dado, me he negado a quitarla a los 11 mimutos, que es cuando he deacubierto que se trataba de una patraña infumable.  
 
Y el problema no es que no me gusten las películas así más ""blandas"" o ""dulces"". ""Cadena de favores"" por ejemplo me parece extraordinaria, y puede sembrar algunas similitudea con este aborto cinematográfico. 
La he quitado y no la he visto acabar porque si en 45 minutos sólo ha sido capaz de transmitir monotonía, falta de argumento, un panorama social almodovariano y ningún interés por huir del deprimente argumento con el que ha dado inicio, no compensa un hipotético e IMPOSIBLE giro argumental que compense los primeros 45 minutos. 
 
Muy decepcionado. De verdad que no entiendo cómo puede gustarle a tanta gente ni cómo puede ser vista por las masas como ""bonita"" y ""conmovedora"". Reside en un rinconcito de mi corazón la posibilidad de que  se trate de una equivocación conceptual a la hora de valorarla y ""bonita"" sea un eufemismo sarcástico para definir lo que realmente es: Un timo sobrevalorado y tendencioso que se queda muy lejos de nada que valga la pena.",1,https://www.filmaffinity.com/es/reviews/6/151039.html
"El tema es espinoso (la trata de blancas), el escenario, sombrío (Bosnia después de la guerra), y, sin embargo, no puedo menos que sonreír, cuando le escucho estas palabras a la protagonista: 
 
Soy una oficial de policía americana, da igual para quién trabaje, no dejaré que nadie se salga con la suya. 
 
Me parece valiente que los americanos (canadienses, en este caso) se atrevan a abordar cuestiones así, situando además a una mujer policía en el centro de la acción. Pero claro, si a un asunto ya de por sí difícil se le suman un guión tosco y predecible, con frases como la de arriba; un ritmo fatigoso; actuaciones sin relieve y una fotografía azul grisáceo de lo más deprimente, el resultado invita a parar la cinta antes de tiempo. Yo no lo hago por ver qué saca la protagonista de su experiencia, pero la conclusión resulta tan rutinaria como el viaje que la precede.",3,https://www.filmaffinity.com/es/reviews/5/965594.html
"Después de ver una película me suele gustar leer las críticas de otras personas para leer lo que piensan, ver si me he perdido o algo o ver la cinta desde otro punto de vista que le de un enfoque diferente. 
 
Y cual es mi sorpresa cuando veo que todo el mundo aplaude con las orejas. Leo ""Fantástico giro de guión"" o ""Profundización nunca vista en el genero de terror en el desarrollo de personajes"" y también ""Interesante cambio con respecto a las Home Invasion y al genero Slasher"". 
 
La pedantería está siempre acechando en las críticas de las películas, como si conocer la vida del director al dedillo o palabrejas para denominar conceptos te diese un estatus mayor a la hora de afirmar que una película es mejor que otra. 
 
Pues bien, yo, sin ningún tipo de pedantería voy a afirmar que esta película no solo está muy por debajo de la media, sino que para mí, no ha aportado ni un solo giro ""novedoso"". Es un ""Más de lo mismo"" constante y sin gracia. 
 
Estamos ante una película burda, atropellada, con muchísimos gritos y agujeros de guión que hacen que no solo no nos de miedo, sino que provoque un intenso aburrimiento. Y hay una razón muy importante para que ocurra esto: LOS PERSONAJES NOS DAN IGUAL. No han pasado ni 15 minutos de película que ya están gritando y sufriendo y francamente, no te ha dado tiempo a descubrir nada sobre ellos y te da igual lo que les ocurra. Parece una de esas secuencias introductorias de muchas películas que sirven de presentación de la criatura de la película y con los que luego se pasa a la vida de los protagonistas. ¡Pero no! ¡Sorpresa! ¡Son los protagonistas! ¡Que hábil giro de guión! Me quedo loco. Bostezas y aún te queda más de una hora de película. 
 
No entraré en spoilers aquí, sino más abajo. Solo diré que si para la gente, echar vistazos por mirillas, meter la cabeza en armarios oscuros, muñecas que dan mal rollo y estar encerradas en una casa os parece la auténtica revolución del género de terror, me hace perder la fe que tenía en los usuarios de esta página. Que por que mencionen Lovecraft no quiere decir que la historia sea buena, es más, es un agravio comparativo horrible.",4,https://www.filmaffinity.com/es/reviews/3/766370.html
"Si crees que el cine es algo más que efectos especiales, no deberías perder ni un minuto en este aburridísimo e infumable engendro. 
 
Lucas -hábil como productor, execrable como director- vuelve a poner de manifiesto sus penosas limitaciones, haciendo de cada una de sus criaturas vacías figuras de cartón. 
 
Desde el guión (ya no cuenta aquí con la valiosa colaboración de Lawrence Kasdan o Leigh Brackett) hasta la dirección (?) de actores, pasando por los diálogos, todo rezuma mediocridad. Lucas no puede con todo y ¡vaya si se nota! 
 
Hasta las maravillas digitales, carentes del menor toque humano, parecen pasajes de un videojuego (el muy publicitado combate aéreo del comienzo, por ejemplo). 
 
La primera trilogía no se merecía esta segunda, torpe y mercenaria entrega. 
 
Ahora, mientras Lucas cuenta los millones que le llegan de todo el mundo, ya se habla de que el negocio continuará con una serie... 
 
Estaría bien que don George se hiciese ver pronto su egolatría. Los espectadores se lo agradeceríamos.",1,https://www.filmaffinity.com/es/reviews/6/504743.html
"... es decir, al cine de entretenimiento sin entretenimiento. Tenía pensadas una lista inacabable de defectos y apelativos para el señor Lucas, pero creo que todo se resume en una pregunta: ¿Cómo puede ser que el Imperio contraataca no haya perdido ni un ápice de encanto en casi treinta años y La venganza de los Sith haya envejecido tan rematadamente mal en apenas cinco?. Lo digo porque le puse un 7 al estreno, y al revisitarla me he quedado horrorizado con el potaje visual (los efectos visuales son indigeribles), la filosofía barata, los diálogos chanantes y con el aire a timo creativo que envuelve al film. Da igual la curiosidad que se tenga en saber como le hacen la ITV a Darth Vader o como se cierra la decepción de los Episodios I y II: la nueva trilogía es como darle un violín a un mono, queda curioso pero que le cuelguen si sabe que hacer con él. Lo de George Lucas al final no era la música, sino la venta de juguetes.",2,https://www.filmaffinity.com/es/reviews/6/504743.html
"La primera vez que la vi en el cine me pareció una buena película de acción, emocionante y con buenos personajes. Ahora, veinte años después y con tres secuelas desde entonces, me he reencontrado con el policía John McClane en camiseta y descalzo, encerrado en un rascacielos secuestrado por unos terroristas. Es la misma historia y los mismos personajes, pero ahora mi mirada no es la misma y se traduce en que no es una película que me emocione ni merezca muchos elogios por mi parte. 
 
Los malos están muy estereotipados, con un énfasis en su maldad que se me hace infantil y simple a más no poder. Bruce Willis me gusta a ratos y el resto de personajes y escenas cumbre, se me hacen hinchadas y tontas. Cine sin profundidad, sin emoción ni calidad para dedicarle más letras que las que ya he escrito. Un entretenimiento que en mi caso, no ha superado el paso del tiempo.",4,https://www.filmaffinity.com/es/reviews/4/385351.html
"Del mismo modo que ""La roca"", de la misma cuerda, es un producto que muy posiblemente perdure por sus indudables aciertos, esta sucesión de gritos y carreras es básicamente un bodriete que ejemplifica los peores vicios del cine de acción de los 90. Nicholas Cage probablemente se puso definitivamente la soga, o el San Benito, al aceptar hacer algo que pedía a gritos un Van Damme o un Lundgren; tres cuartos de lo mismo se puede decir de John Cusack o de Malkovich, que debían tener muchas letras que pagar. El argumento es de lo más convencional, y una mera excusa para los golpazos, las explosiones y los topicazos, pero todo ello contado con bastante menos gracia de lo exigible, de modo que esperen mucho menos que de una película de acción al uso. En resumen, muy a duras penas para pasar el rato.",4,https://www.filmaffinity.com/es/reviews/2/890214.html
"Positivo: El tema que desarrolla la cinta es muy interesante y original, mostrando otra manera de unir lo paranormal en la época actual.  
 
Negativo: En primer lugar se cataloga como una película de miedo y de ello no hay nada de nada. Además los actores son pésimos (y eso que pensaba que Michael Keaton era buen actor) y no saben captar la atención al público que busca la angustia y la desesperación que proponen este tipo de filmografía.",3,https://www.filmaffinity.com/es/reviews/3/178595.html
"Película que empieza muy bien para ir degenerando y terminar sin ningún tipo de conexión. 
Salva la película Michael Keaton con su actuación 
El final es de lo mas decepcionante y no se sabe si la película se ha hecho sin guión o si bien el montador no sabia que hacer con lo que tenia filmado. 
a partir de la mitad podría haber girado del terror subrenatural al ""Pshico Triller"" policiaco, pero no, continuan con el terror sobrenatural y cada vez mas inconexo.",3,https://www.filmaffinity.com/es/reviews/3/178595.html
"HISTORIA FICTICIA: 
 
Y allí estábamos en la taberna de Moe, Pablito Kurt y yo, que tras innumerables emails para concertar una cita accedió a quedar conmigo. 
 
Al principio el ambiente estaba frío, cruzábamos miradas, sin soltar palabra pero ahí estaba Kurt para romper el hielo, dijo Moe: Ponte ahí unos litros cojones y conforme los litros desaparecían empezó a contarme de sus últimas juergas, de como se había montado sus últimos “menage a-trois”, borracheras, fumadas, escapadas de la guardia civil a altas horas de la noche por conducir haciendo el invertido y de cómo se lo costeaba todo bombardeándonos con publicidad, lo típico vamos. 
 
Después de acabar con el segundo barril de cerveza Pablo pensó que era hora de cambiar me dijo: “Basta!! Se acabaron las cervezas”, alzó la mano y dijo: “Camarero ponme un cacique-cola y un Varón dandi-cola”, el camarero que era novato, se pegó toda la noche buscando el Varón dandi, mientras nosotros desde la barra nos partíamos de risa, el pobrecillo no sabía que Varón Dandi era una colonia... ya con el ambiente caldeado, comentarios tipo: “Pues yo contra más bebo, más subo el listón y todo lo que pase por debajo me lo f....”  estaban a la orden del día.  
 
Al ver que al señor Kurt ya se le trababa la lengua, pensé que era el momento y se lo dije: “Pa..Pa..Pablito tiiio si podemos bombarrrrrrdear las películas con críticas demoledoras, porrrrque no podemos permitirnos bombarrrrrdearlas con puntuaciones por debajo del 1” (Al decírselo, caí en la cuenta de que  a mí también se me trababa la lengua.), Pablo que a esas alturas lo aceptaba todo ¡¡Aceptó!!. 
 
Uwe Boll (Director de obras maestras como “House of the Dead” o “Alone in the Dark”  y Saenz de Heredia (Director de la multipremiada en los Oscar “Bracula” o “Condemor”) sospechosamente estaban en la barra junto a Barnie Gambel y Homer Simpson, al escuchar esto, se echaron las manos a la cabeza, se miraron y dijeron: ¡Dios! ¡Lo que nos espera!. 
 
Decidimos que las puntuaciones por debajo de 0 serían: 
 SIGUE SPOILER",1,https://www.filmaffinity.com/es/reviews/1/381051.html
"PRODUCTOR: Bueno, gracias a todos los que han colaborado en esta película... estoy convencido de que hemos rodado una obra maestra.  
 
DIRECTOR: Sí, estoy de acuerdo...  
 
PRODUCTOR: Fue un arduo trabajo, pero con el reparto con el que contábamos, casi todo estaba hecho...  
 
DIRECTOR: Sí, estoy de acuerdo... Jennifer ha llegado a picos de dramatismo inauditos en el cine... y Jon... que decir de Jon... su presencia empequeñecía al cocodr... serpiente.  
 
PRODUCTOR: Ya hay rumores de Oscar... Dicen que el de mejor guión original es nuestro ya... 
 
GUIONISTA: Sí, yo también lo he oído. 
 
MONTAJISTA: ¡¡¡Ahhhhhh!!! ¡¡Oh Díos mío!! ¡¡Hemos cometido un error!! ¡¡Oh Díos mío!!  
 
PRODUCTOR: Pero, ¿¿qué ha pasado??  
 
DIRECTOR: Si, si, ¿¿qué ha ocurrido??  
 
MONTAJISTA: ¡¡Terrible!! ¡¡Terrible!!  
 
PRODUCTOR: ¡¡Pero habla!!  
 
MONTAJISTA: ¿Recuerdan la escena en el que barco deja el muelle? ¿En el que se van los personajes? Esa escena que da un significado metafórico a la película, ¿la recuerdan?  
 
DIRECTOR: Si, si, si... recuerdo que tardamos un minuto y medio en grabarla... 
 
MONTAJISTA: ¡¡¡¡LA HEMOS PERDIDO!!!! ¡¡Ya no está!! ¡¡Oh Díos mío!! ¡¡La película está incompleta!!  
 
PRODUCTOR: Ah buenooo, ¡qué susto! Creí que era algo serio. ¿Tenemos una escena del barco llegando al muelle?  
 
MONTAJISTA: Sí.  
 
PRODUCTOR: Pues simplemente ponla marcha atrás, y así el barco parece que deja el muelle.  
 
MONTAJISTA: Pero el problema es que hay una cascada detrás... y el agua irá hacia arriba.  
 
PRODUCTOR: Bueno, si nos preguntan, diremos que es de Serie B.",1,https://www.filmaffinity.com/es/reviews/1/381051.html
"Todos los tópicos del cine de terror + reminiscencias de ""Tiburon"" + lamentable ¿guión? + reptiles de plástico + los pezones de la López + reptiles digitales + situaciones estúpidas + reacciones más estúpidas aún + actuaciones de pena + dirección simple + tías buenas + tíos buenos + tío feo + hombre de color + rap + golf + más reminiscencias de ""Tiburón"" + previsible final + bobería + incoherencías. 
 
Por favor, he visto pocas películas más deplorables que esta: no pierdan el tiempo en ofensas a la razón humana.",1,https://www.filmaffinity.com/es/reviews/1/381051.html
"No negaré haberme reído pero no dejo de pensar en la cantidad de buen material que han tirado por el desagüe. Esta película, con su bizarrada total de historia, sus lisérgicos personajes y su retorcida mitología estaba llena de elementos que podían hacerla una de las más ácidas gamberradas cinemáticas que hubiésemos visto nunca. 
 
Sin embargo el hombre al  que pusieron al mando ha demostrado sobradamente a lo largo de su carrera que no sabe hacer otra cosa a parte de bodrios infumables con actores pésimos, asi que  las terribles elecciones de cásting, un diseño de producción bastante cutre y un guión más preocupado en colar chistes flojos y excesivamente marranos que en contar una historia la mandaron varios escalones por debajo de donde le tocaba.  
Si Adam Sandler hubiese sido reemplazado por un actor, si se hubiesen currado una ambientación resultona donde el infierno mantuviera su estética cartoon sin parecer una falla, si el humor se hubiese integrado más en la historia en lugar de ser tan puñeteramente idiota estaríamos ante la obra bizarra de la década. 
 
En lugar de eso sólo ha llegado a ser la mejor película de Adam Sandler. Deprimente.",4,https://www.filmaffinity.com/es/reviews/6/993146.html
"Esta película es muy mala, es muchísimo peor que películas como superheromovie o epic movie que tienen notas más bajas. 
 
Son escenas de una película real trucadas para que aparezca Steve Oederek (o eso me pareció a mi) haciendo el payaso, de las que como mucho se pueden sacar 3 gags graciosos, el resto es aburrimiento y diálogos que pretenden ser graciosos pero no lo son. 
 
Yo la vi porque me la recomendaron, yo no se la recomiendo a nadie.",2,https://www.filmaffinity.com/es/reviews/2/899209.html
"Tres minas que se hacen las superman... sí los Ángeles de charly. 
 
Vacía, comercial en extremo, totalmente un desperdicio ver películas de esta clase. Bill murray no sabe ni donde esta parado, ni hablar de las tres actrices son demasiado malas para hacer entre todas una película como la gente o al menos entretenida... por favor esta película no es entretenida, solo la miras pero no entretiene. 
 
Como dijeron por ahí.... VOMITIVA",2,https://www.filmaffinity.com/es/reviews/5/897142.html
"Cuando vemos esta película tan pueril, con humor del facilón y para lucimiento de sus  tres actrices (guapas, pero de talento interpretativo cuanto menos discutible) no podemos sino echar de menos la serie de TV, que-sin ser maravillosa-desde luego es infinitamente superior a este bodrio. 
 
Aprovecha los efectos especiales tan novedosos de Matrix para esta historia sin pies ni cabezas.  
 
Totalmente prescindible e innecesaria. 
 
Lo peor es que han hecho otra parte...¡Ay!",3,https://www.filmaffinity.com/es/reviews/5/897142.html
"¡Qué mala es esta película, la puñetera! Los que vivimos nuestra adolescencia en los 90 nos hemos tragado ""Dirty Dancing"", al igual que otros bodrios como ""Ghost"" o ""Le llaman Bodhi"" (todas ellas de Patrick Swayze) a la par que escuchábamos a esos míticos Ace of Base, Aqua o Take That.  
Es muy difícil volver a ver este filme sin que el velo de la nostalgia empañe nuestra objetividad; pero no es imposible. Sin duda nos hallamos ante una especie de drama-musical-romance terriblemente malo al servicio del por entonces macizo Patrick Swayze (a nadie le importaba la pobre Jennifer Grey). Los diálogos son un conjunto de topicazos -ese ""Eres salvaje ¡uaaaaaauuuuu! que le espeta la Grey al guapito de Swayze...-, la dirección cutrísima y la banda sonora extremadamente hortera. Si algo se salva son los números musicales, porque bailar, lo que es bailar, ambos protagonistas lo hacían de maravilla. 
Todo en ""Dirty Dancing"" proclama la descarada búsqueda de un público quinceañero, mayoritariamente femenino y con venazo lacrimógeno; dado el enorme éxito de la película, lo tuvo en cantidades.  
La cosa es que vuelves a ver el filme, que ha envejecido mucho y mal y a pesar de todo, no cambias de canal. Te quedas viéndolo con morbosa fascinación por todo lo que representó en su momento y la verdad, pasas un buen rato y hasta te hace gracia los rifirrafes danzarines y pasionales del malote de Johnny y la boba de Baby. Es como para nuestros padres, ver ""Cine de barrio"". ¿Qué la peli es mala? Lo es y en cantidad. Pero ¿qué importa?",2,https://www.filmaffinity.com/es/reviews/1/287124.html
"Hay un hecho sociológico muy interesante de estos últimos diez años, y es que por primera vez los adolescentes se han interesado por la política. Antes eran casos excepcionales, lo normal es que ocupasen de Indiana Jones o de Butragueño. ¿Estoy dando jabón a los chavales de ahora? Al contrario, lo peor que nos está pasando es esto, que tengamos miles y miles de tontainas acercándose a la política mundial por medio de los “Zeitgeist” o “V de Vendetta”. Que si teorías de la conspiraciones, que si dictaduras encubiertas, que si gobiernos en la sombra, que si me fumo un porro.  
 
Los hermanos Wachowski también pertenecen al club del rey Midas como Tarantino. Cualquier pestiño pretencioso que avalen reportará un “dinerillo” para seguir en la brecha de la psicopatía colectiva mundial.  
 
Estamos en la sociedad más infantilizada de toda la historia de la humanidad. Con 27 años Hegel escribía “Fenomenología del espíritu” y ahora con esa edad la gente se echa un FIFA 2010. De la película poco más, se encuentra en el top ten de los camelos de la década. Podéis seguir flipando hasta que os aburráis. Muchos otros pasamos vergüenza ajena.",4,https://www.filmaffinity.com/es/reviews/4/662169.html
"V de vendetta es un comic en el que ya en su primera página aparece la protagonista ( menor de edad) muerta de hambre e intentando prostituirse para tener algo que comer, cuando  la policía irrumpe e intenta violarla primero y asesinarla despues, aqui aparece V. Asi comienza esta historia crudísima en una inglaterra alternativa rodeada de una represión que hace un guiño a la época Tatcher.  
 
La adaptacion de esta novela gráfica me parece muy distinta a todo esto, lo primero porque le han restado toda la dureza para hacerla mas comercial y llenar salas de cine. Lo segundo porque al cambiar la época en la que ocurren los hechos tambien desvinculan al movimiento político que critica la obra hasta tal punto que parece que el enemigo es una versión barata de los nazis, cuando en realidad es a Tatcher y a la ultraderecha afín a la que se refiere Alan Moore. Y lo tercero porque las venganzas que realiza V no se explican por ningun lado, y se pierde también la crítica que hace a estamentos como la iglesia, los medios de propaganda, la policía represora, etc... 
 
Lo peor es que la intención de V de Vendetta es criticar precisamente todo esto que se deja la película en el tintero, y por eso Alan Moore ha renegado del guion que se ha hecho con su historia e incluso ha pedido que se retire su nombre de los créditos. 
 
A todos los que habeis escrito que la adaptacion es buena os hago una pregunta:Como alguien puede decir que es una buena adaptacion del comic cuan su autor ha pedido que se retire su nombre de los créditos?",1,https://www.filmaffinity.com/es/reviews/4/662169.html
"No. Lo siento. Ni aún tomándomela a cachondeo la disfrutaría. Esta película protagonizada por una bella Kirsten Dunst en horas bajas es una tontería del 15 plomiza y sin gracia. 
 
La cosa va de bailes por aquí y por allá que aderezan (digámoslo así) una soberana mierda de historia con más tópicos que todas las pelis yanquis del 2000. Ni una gota de originalidad se deja ver y ni la más tenue chispita de ingenio se asoma en una película que tiene su mejor baza en las coreografías, mínimamente decentes como para resultar entretenidas. Por lo demás... es que, repito, no esperen absolutamente nada porque es tan bobo y soso que asusta. 
 
Y, por supuesto, ahí está la moralina típica hollywoodiense al estilo Disney (pero Disney en horas bajas) para que el espectador (digámoslo así) menos exigente se quede contento. Un servidor... ¡¡no!! 
 
Tampoco esperéis un festival del erotismo teenager, porque excita más cualquier capítulo de Saber vivir.",3,https://www.filmaffinity.com/es/reviews/1/670981.html
