"codigo","segunda_categoria","tercera_categoria","distribuidora","date","consumo_ubm","consumo_normalizado"
TA167,MOVIL,O&M,CGED,2023-03-01 00:00:00.000,6773.0,6347.78125
RM819,MOVIL,O&M,ENEL DISTRIBUCION,2024-04-01 00:00:00.000,4194.0,4060.2338362068967
ZS143,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,1884.0,1785.2257053291537
ZC130,MOVIL,O&M,CGED,2022-08-01 00:00:00.000,912.0,911.3870967741935
ZS143,MOVIL,O&M,CGED,2024-09-01 00:00:00.000,1925.0,1833.7225806451613
RM642,MOVIL,O&M,ENEL DISTRIBUCION,2025-07-01 00:00:00.000,2801.0,2713.46875
ZS143,MOVIL,O&M,CGED,2024-10-01 00:00:00.000,1828.0,1849.9032258064517
AR364,MOVIL,O&M,FRONTEL,2021-12-01 00:00:00.000,1863.0,502.83870967741933
FS678,MOVIL,O&M,COPELEC,2022-01-01 00:00:00.000,894.0,893.6129032258065
RM819,MOVIL,O&M,ENEL DISTRIBUCION,2024-10-01 00:00:00.000,4179.0,3893.5219941348973
ZM576,MOVIL,O&M,CGED,2023-03-01 00:00:00.000,3757.0,4019.3737486095665
ZT070,MOVIL,O&M,CGED,2024-11-01 00:00:00.000,3607.0,3615.4083333333333
RM819,MOVIL,O&M,ENEL DISTRIBUCION,2024-11-01 00:00:00.000,3867.0,3745.8156682027648
VA322,MOVIL,O&M,CHILQUINTA,2020-03-01 00:00:00.000,4365.0,4145.64263322884
RA047,MOVIL,O&M,CGED,2024-02-01 00:00:00.000,86.0,86.3103448275862
ZV132,MOVIL,O&M,CHILQUINTA,2021-05-01 00:00:00.000,4111.0,3826.042424242424
ONURM111,MOVIL,O&M,ENEL DISTRIBUCION,2022-11-01 00:00:00.000,290.0,178.44026940801135
ZC130,MOVIL,O&M,CGED,2022-11-01 00:00:00.000,1762.0,1613.1708333333333
ZB416,MOVIL,O&M,CGED,2024-12-01 00:00:00.000,1803.0,1940.1149425287356
FS678,MOVIL,O&M,COPELEC,2022-08-01 00:00:00.000,1027.0,1071.9032258064517
FN446,MOVIL,O&M,CGED,2022-01-01 00:00:00.000,5496.0,2838.4375
RA047,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,95.0,94.10901001112347
ZE544,MOVIL,O&M,CGED,2023-08-01 00:00:00.000,2336.0,1248.551724137931
TA318,MOVIL,O&M,CGED,2020-07-01 00:00:00.000,3928.0,3687.551515151515
TA973,MOVIL,O&M,CGED,2020-10-01 00:00:00.000,2766.0,2845.5032258064516
TA973,MOVIL,O&M,CGED,2020-11-01 00:00:00.000,2809.0,2800.993325917686
ZB390,MOVIL,O&M,LUZ PARRAL,2022-04-01 00:00:00.000,1936.0,1977.7015086206898
ZB390,MOVIL,O&M,LUZ PARRAL,2023-08-01 00:00:00.000,2841.0,2896.8971774193546
VV076,MOVIL,O&M,SASIPA,2024-11-01 00:00:00.000,2192.0,2156.3032258064513
VA322,MOVIL,O&M,CHILQUINTA,2020-07-01 00:00:00.000,3883.0,4122.583908045977
RM523,MOVIL,O&M,CGED,2022-05-01 00:00:00.000,3835.0,4290.21468298109
ZS143,MOVIL,O&M,CGED,2024-11-01 00:00:00.000,1676.0,1742.015572858732
ZS143,MOVIL,O&M,CGED,2024-12-01 00:00:00.000,1911.0,1839.7273706896551
ZV287,MOVIL,O&M,CHILQUINTA,2022-08-01 00:00:00.000,148.0,152.6206896551724
ZV132,MOVIL,O&M,CHILQUINTA,2022-01-01 00:00:00.000,3628.0,3885.206896551724
ZC130,MOVIL,O&M,CGED,2023-03-01 00:00:00.000,941.0,1068.4774193548387
TA973,MOVIL,O&M,CGED,2020-12-01 00:00:00.000,2970.0,3093.296996662959
ZB418,MOVIL,O&M,COOPELAN,2024-07-01 00:00:00.000,2690.0,2690.0
PEND12,MOVIL,O&M,CHILQUINTA,2020-07-01 00:00:00.000,1546.0,1544.883064516129
AR371,MOVIL,O&M,FRONTEL,2022-10-01 00:00:00.000,5994.0,3010.548387096774
RM819,MOVIL,O&M,ENEL DISTRIBUCION,2025-04-01 00:00:00.000,3585.0,3443.032258064516
VA524,MOVIL,O&M,CHILQUINTA,2023-09-01 00:00:00.000,5646.0,5926.1842672413795
FN387,MOVIL,O&M,CGED,2024-01-01 00:00:00.000,4741.0,4342.21875
RA106,MOVIL,O&M,CGED,2022-03-01 00:00:00.000,5460.0,6481.935483870968
TA318,MOVIL,O&M,CGED,2020-09-01 00:00:00.000,3708.0,3718.4375
ZS148,FIJA,O&M,CGED,2024-03-01 00:00:00.000,1943.0,2022.1190476190475
RM301,MOVIL,O&M,ENEL DISTRIBUCION,2020-09-01 00:00:00.000,4335.0,4304.706896551725
ZS143,MOVIL,O&M,CGED,2025-01-01 00:00:00.000,1884.0,1876.6118951612902
SA704,FIJA,O&M,ENEL DISTRIBUCION,2023-11-01 00:00:00.000,2818.0,2726.5806451612902
ZS143,MOVIL,O&M,CGED,2025-02-01 00:00:00.000,1704.0,1703.4193548387095
ZS143,MOVIL,O&M,CGED,2025-03-01 00:00:00.000,1731.0,1858.551724137931
TA973,MOVIL,O&M,CGED,2021-01-01 00:00:00.000,2894.0,2957.020737327189
RM868,MOVIL,O&M,ENEL DISTRIBUCION,2022-10-01 00:00:00.000,3408.0,3669.677011494253
ZC130,MOVIL,O&M,CGED,2023-04-01 00:00:00.000,1398.0,1382.5225806451613
ZL431,MOVIL,O&M,SAESA,2024-10-01 00:00:00.000,1374.0,1243.7426470588236
MA636,MOVIL,O&M,CGED,2023-06-01 00:00:00.000,3181.0,3209.483870967742
VA524,MOVIL,O&M,CHILQUINTA,2023-11-01 00:00:00.000,6494.0,6388.982202447163
FN402,MOVIL,O&M,CHILQUINTA,2024-01-01 00:00:00.000,3396.0,3491.9333333333334
RA047,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,96.0,98.23248053392658
TA973,MOVIL,O&M,CGED,2021-02-01 00:00:00.000,2810.0,2778.379464285714
FN387,MOVIL,O&M,CGED,2024-02-01 00:00:00.000,2565.0,2465.3898305084745
ZV132,MOVIL,O&M,CHILQUINTA,2022-03-01 00:00:00.000,3669.0,2958.8709677419356
ONURM111,MOVIL,O&M,ENEL DISTRIBUCION,2024-06-01 00:00:00.000,980.0,314.5496894409938
AN559,MOVIL,O&M,CGED,2022-04-01 00:00:00.000,3806.0,3805.289583333333
TA318,MOVIL,O&M,CGED,2020-10-01 00:00:00.000,4022.0,3882.6659482758623
ZV132,MOVIL,O&M,CHILQUINTA,2022-06-01 00:00:00.000,4032.0,4182.386853448276
VR675,MOVIL,O&M,CHILQUINTA,2021-02-01 00:00:00.000,2985.0,2931.325917686318
ZC130,MOVIL,O&M,CGED,2023-07-01 00:00:00.000,1258.0,1313.0615835777126
AN559,MOVIL,O&M,CGED,2022-05-01 00:00:00.000,4037.0,3910.84375
AR364,MOVIL,O&M,FRONTEL,2023-02-01 00:00:00.000,2583.0,1148.0
FS791,MOVIL,O&M,SOCOEPA,2021-12-01 00:00:00.000,1520.0,1520.0
ZL431,MOVIL,O&M,SAESA,2025-04-01 00:00:00.000,1326.0,1242.5625
ONURM111,MOVIL,O&M,ENEL DISTRIBUCION,2024-07-01 00:00:00.000,290.0,312.75210084033614
TA973,MOVIL,O&M,CGED,2021-03-01 00:00:00.000,3099.0,3061.9868951612902
RA047,MOVIL,O&M,CGED,2024-09-01 00:00:00.000,94.0,93.38064516129032
ZL431,MOVIL,O&M,SAESA,2025-06-01 00:00:00.000,1307.0,1293.1333333333334
VA524,MOVIL,O&M,CHILQUINTA,2023-12-01 00:00:00.000,6277.0,6753.807112068966
TA973,MOVIL,O&M,CGED,2021-04-01 00:00:00.000,3234.0,3116.2631048387098
RA047,MOVIL,O&M,CGED,2024-10-01 00:00:00.000,102.0,96.2
ESTLA020,MOVIL,O&M,EDELAYSEN,2024-03-01 00:00:00.000,3733.0,1918.6064586754242
AN037,FIJA,O&M,CGED,2023-02-01 00:00:00.000,3934.0,3815.7000000000003
ONURM111,MOVIL,O&M,ENEL DISTRIBUCION,2024-11-01 00:00:00.000,315.0,304.5437788018433
ZC130,MOVIL,O&M,CGED,2023-11-01 00:00:00.000,1586.0,1442.6708463949844
ONURM026,MOVIL,O&M,ENEL DISTRIBUCION,2020-09-01 00:00:00.000,244.0,241.13563218390803
TA236,MOVIL,O&M,CGED,2021-10-01 00:00:00.000,5789.0,6100.5
AS003,MOVIL,O&M,CGED,2021-05-01 00:00:00.000,1482.0,1563.5862068965519
SA573,FIJA,O&M,ENEL DISTRIBUCION,2020-06-01 00:00:00.000,30141.0,7346.138772077376
BI848,MOVIL,O&M,CGED,2024-11-01 00:00:00.000,4045.0,2782.153700189753
PM376,MOVIL,O&M,CRELL,2020-12-01 00:00:00.000,1386.0,1447.0735887096776
PM376,MOVIL,O&M,CRELL,2022-03-01 00:00:00.000,2237.0,2397.7962382445144
RM301,MOVIL,O&M,ENEL DISTRIBUCION,2022-04-01 00:00:00.000,5720.0,5390.4
ZV132,MOVIL,O&M,CHILQUINTA,2022-07-01 00:00:00.000,4501.0,4358.682112068966
BI715,MOVIL,O&M,CGED,2023-09-01 00:00:00.000,3857.0,3940.614285714286
TA973,MOVIL,O&M,CGED,2021-05-01 00:00:00.000,3277.0,3164.294181034483
AS003,MOVIL,O&M,CGED,2021-11-01 00:00:00.000,1370.0,1244.2217741935483
AN037,FIJA,O&M,CGED,2023-04-01 00:00:00.000,4524.0,4262.7698924731185
AN037,FIJA,O&M,CGED,2023-05-01 00:00:00.000,4112.0,4628.933333333333
ZV132,MOVIL,O&M,CHILQUINTA,2022-10-01 00:00:00.000,4627.0,4624.419354838709
RM867,MOVIL,O&M,ENEL DISTRIBUCION,2024-03-01 00:00:00.000,2764.0,2758.2847608453835
TA973,MOVIL,O&M,CGED,2021-07-01 00:00:00.000,3231.0,3236.85
ZC130,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,274.0,527.8041474654378
PM376,MOVIL,O&M,CRELL,2022-07-01 00:00:00.000,2349.0,2397.9
ZL426,MOVIL,O&M,SAESA,2023-12-01 00:00:00.000,1200.0,1161.2142857142858
AR364,MOVIL,O&M,FRONTEL,2024-02-01 00:00:00.000,1942.0,922.6598360655737
AS003,MOVIL,O&M,CGED,2021-12-01 00:00:00.000,1016.0,1050.0066740823136
ZL426,MOVIL,O&M,SAESA,2025-07-01 00:00:00.000,1097.0,1032.4775339602925
RS344,MOVIL,O&M,EEPA,2020-06-01 00:00:00.000,5557.0,5555.605376344086
URARM014,MOVIL,O&M,ENEL DISTRIBUCION,2022-02-01 00:00:00.000,58960.0,28962.807017543862
ZV132,MOVIL,O&M,CHILQUINTA,2022-12-01 00:00:00.000,4834.0,4692.286637931034
TA164,MOVIL,O&M,CGED,2020-04-01 00:00:00.000,7316.0,3548.595041322314
RS025,MOVIL,O&M,ENEL DISTRIBUCION,2023-10-01 00:00:00.000,2093.0,2016.5
ZU300,MOVIL,O&M,CGED,2024-01-01 00:00:00.000,1338.0,1283.95
RM867,MOVIL,O&M,ENEL DISTRIBUCION,2024-06-01 00:00:00.000,2439.0,2599.03125
ZC130,MOVIL,O&M,CGED,2024-10-01 00:00:00.000,1318.0,1425.8943965517242
TA973,MOVIL,O&M,CGED,2021-12-01 00:00:00.000,3108.0,3177.2999999999997
TA164,MOVIL,O&M,CGED,2020-11-01 00:00:00.000,3838.0,2064.8068060971286
AS003,MOVIL,O&M,CGED,2022-07-01 00:00:00.000,1458.0,1462.0645161290322
ZB040,MOVIL,O&M,CGED,2020-06-01 00:00:00.000,2294.0,2166.375
AI750,MOVIL,O&M,EDELAYSEN,2022-08-01 00:00:00.000,10102.0,5265.789743589744
ZV015,MOVIL,O&M,CGED,2021-03-01 00:00:00.000,600.0,562.4155844155845
VA952,MOVIL,O&M,CHILQUINTA,2020-05-01 00:00:00.000,18900.0,22101.948051948053
FN645,MOVIL,O&M,CGED,2020-05-01 00:00:00.000,788.0,850.3103448275863
RM868,MOVIL,O&M,ENEL DISTRIBUCION,2023-06-01 00:00:00.000,3739.0,2152.7575757575755
CC075,MOVIL,O&M,FRONTEL,2021-07-01 00:00:00.000,3245.0,1105.4395604395604
TA164,MOVIL,O&M,CGED,2021-11-01 00:00:00.000,3925.0,3759.327083333333
ZB688,MOVIL,O&M,CGED,2022-11-01 00:00:00.000,1478.0,1521.8299120234606
ZA279,MOVIL,O&M,CESPA,2025-06-01 00:00:00.000,2051.0,2051.0
ZV132,MOVIL,O&M,CHILQUINTA,2023-01-01 00:00:00.000,4426.0,4726.827586206897
RM717,MOVIL,O&M,ENEL DISTRIBUCION,2021-09-01 00:00:00.000,45729.0,4461.555028462998
ZA279,MOVIL,O&M,CESPA,2025-07-01 00:00:00.000,1764.0,1764.0
TA973,MOVIL,O&M,CGED,2022-06-01 00:00:00.000,3730.0,2859.6666666666665
RS025,MOVIL,O&M,ENEL DISTRIBUCION,2024-09-01 00:00:00.000,2149.0,2363.727272727273
AS003,MOVIL,O&M,CGED,2023-10-01 00:00:00.000,1478.0,1372.2721774193549
AS003,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,1330.0,1489.4761904761906
AI750,MOVIL,O&M,EDELAYSEN,2024-04-01 00:00:00.000,10820.0,4988.372727272727
RM868,MOVIL,O&M,ENEL DISTRIBUCION,2024-02-01 00:00:00.000,3406.0,3117.1508620689656
VR499,MOVIL,O&M,CHILQUINTA,2021-05-01 00:00:00.000,5731.0,5741.451612903226
TA973,MOVIL,O&M,CGED,2023-08-01 00:00:00.000,4417.0,4386.079569892473
ESTLA019,MOVIL,O&M,SAESA,2022-08-01 00:00:00.000,10903.0,12518.279461279462
FN489,MOVIL,O&M,CGED,2025-02-01 00:00:00.000,1467.0,1450.9896313364056
ZB040,MOVIL,O&M,CGED,2020-11-01 00:00:00.000,2367.0,2188.8168103448274
TA973,MOVIL,O&M,CGED,2023-10-01 00:00:00.000,4261.0,4303.1537634408605
ESTLA019,MOVIL,O&M,SAESA,2024-12-01 00:00:00.000,12524.0,12544.48275862069
ZL243,TRANSITORIO,TRANSITORIO,SAESA,2024-11-01 00:00:00.000,12159.0,5066.600543478261
RS342,MOVIL,O&M,CGED,2022-10-01 00:00:00.000,4112.0,4236.066666666667
RM923,MOVIL,O&M,ENEL DISTRIBUCION,2024-11-01 00:00:00.000,4277.0,4117.834101382488
ZB780,MOVIL,O&M,CGED,2022-06-01 00:00:00.000,400.0,399.7666666666667
ONURM033,MOVIL,O&M,ENEL DISTRIBUCION,2021-04-01 00:00:00.000,287.0,308.6413793103448
ZV132,MOVIL,O&M,CHILQUINTA,2024-04-01 00:00:00.000,4620.0,4157.677419354839
ZB040,MOVIL,O&M,CGED,2021-08-01 00:00:00.000,2408.0,2350.467741935484
AN037,FIJA,O&M,CGED,2023-08-01 00:00:00.000,9140.0,4893.362365591398
ONURM126,MOVIL,O&M,ENEL DISTRIBUCION,2025-05-01 00:00:00.000,525.0,136.76470588235296
ESTOH027,MOVIL,O&M,CGED,2022-01-01 00:00:00.000,301.0,321.6068965517241
RM301,MOVIL,O&M,ENEL DISTRIBUCION,2023-12-01 00:00:00.000,6133.0,6079.262931034483
FN710,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,1992.0,1940.892857142857
AS003,MOVIL,O&M,CGED,2024-08-01 00:00:00.000,1000.0,1173.3866248693835
ZV132,MOVIL,O&M,CHILQUINTA,2024-05-01 00:00:00.000,4176.0,4148.572580645162
AS003,MOVIL,O&M,CGED,2024-09-01 00:00:00.000,1494.0,1325.510344827586
ESTOH027,MOVIL,O&M,CGED,2022-04-01 00:00:00.000,304.0,305.4
BI641,MOVIL,O&M,CGED,2020-07-01 00:00:00.000,7253.0,7499.03125
ONURM033,MOVIL,O&M,ENEL DISTRIBUCION,2020-10-01 00:00:00.000,305.0,325.21943573667716
CC075,MOVIL,O&M,FRONTEL,2022-02-01 00:00:00.000,6226.0,2857.8360655737706
FN710,MOVIL,O&M,CGED,2024-02-01 00:00:00.000,2528.0,2364.9904761904763
FS760,MOVIL,O&M,SOCOEPA,2023-01-01 00:00:00.000,1307.0,1307.0
ZB837,MOVIL,O&M,FRONTEL,2024-07-01 00:00:00.000,1187.0,1287.2458333333334
ZA279,MOVIL,O&M,CESPA,2025-09-01 00:00:00.000,1813.0,1813.0
FS709,MOVIL,O&M,CRELL,2021-09-01 00:00:00.000,1214.0,1339.4444444444446
BI641,MOVIL,O&M,CGED,2022-01-01 00:00:00.000,7507.0,7272.40625
ZB699,MOVIL,O&M,CGED,2023-07-01 00:00:00.000,1227.0,1252.3
FN645,MOVIL,O&M,CGED,2020-06-01 00:00:00.000,809.0,814.1379310344828
SA172,MOVIL,O&M,ENEL DISTRIBUCION,2022-05-01 00:00:00.000,8574.0,8793.935483870968
ONURM126,MOVIL,O&M,ENEL DISTRIBUCION,2025-07-01 00:00:00.000,570.0,520.9066937119676
ZL577,TRANSITORIO,TRANSITORIO,SAESA,2021-07-01 00:00:00.000,2361.0,2401.4172413793103
FN645,MOVIL,O&M,CGED,2020-07-01 00:00:00.000,858.0,812.3333333333334
ONURM033,MOVIL,O&M,ENEL DISTRIBUCION,2021-09-01 00:00:00.000,292.0,396.4233870967742
AS003,MOVIL,O&M,CGED,2025-04-01 00:00:00.000,2733.0,1366.5
FN710,MOVIL,O&M,CGED,2024-04-01 00:00:00.000,1336.0,1129.1833333333334
ESTMA016,MOVIL,O&M,CGED,2021-01-01 00:00:00.000,489.0,573.3260188087775
FN710,MOVIL,O&M,CGED,2025-01-01 00:00:00.000,2291.0,2268.877641824249
OH995,MOVIL,O&M,CGED,2020-08-01 00:00:00.000,6575.0,6363.91875
CC075,MOVIL,O&M,FRONTEL,2022-04-01 00:00:00.000,6176.0,2895.0
FS709,MOVIL,O&M,CRELL,2021-10-01 00:00:00.000,1330.0,1382.9354838709678
ZB040,MOVIL,O&M,CGED,2021-09-01 00:00:00.000,2306.0,2283.366666666667
ZA244,MOVIL,O&M,CGED,2023-11-01 00:00:00.000,3.0,0.9230769230769231
FS709,MOVIL,O&M,CRELL,2022-07-01 00:00:00.000,909.0,1377.9487983281088
ONURM033,MOVIL,O&M,ENEL DISTRIBUCION,2023-11-01 00:00:00.000,272.0,265.0395833333333
AS003,MOVIL,O&M,CGED,2025-07-01 00:00:00.000,1442.0,1446.4545454545455
ZB390,MOVIL,O&M,LUZ PARRAL,2023-09-01 00:00:00.000,3244.0,3021.7903225806454
LA109,MOVIL,O&M,SAESA,2024-05-01 00:00:00.000,10066.0,5572.25
TA973,MOVIL,O&M,CGED,2024-01-01 00:00:00.000,4663.0,4393.20606060606
ZB040,MOVIL,O&M,CGED,2022-04-01 00:00:00.000,2189.0,2192.9
TA973,MOVIL,O&M,CGED,2024-02-01 00:00:00.000,4294.0,4114.495238095238
TA090,MOVIL,O&M,CGED,2025-03-01 00:00:00.000,3358.0,3548.530172413793
ZL379,MOVIL,O&M,SOCOEPA,2022-02-01 00:00:00.000,888.0,888.0
ZM005,MOVIL,O&M,ENEL DISTRIBUCION,2023-03-01 00:00:00.000,288.0,279.60714285714283
OH995,MOVIL,O&M,CGED,2020-11-01 00:00:00.000,6777.0,6940.3448275862065
VA577,MOVIL,O&M,CHILQUINTA,2020-09-01 00:00:00.000,5177.0,5158.609090909091
URARM014,MOVIL,O&M,ENEL DISTRIBUCION,2022-09-01 00:00:00.000,79600.0,74625.0
ZL379,MOVIL,O&M,SOCOEPA,2021-12-01 00:00:00.000,1198.0,1198.0
ZA244,MOVIL,O&M,CGED,2024-04-01 00:00:00.000,2118.0,698.2324380165289
ZA244,MOVIL,O&M,CGED,2024-05-01 00:00:00.000,1945.0,1844.6336206896551
ZA244,MOVIL,O&M,CGED,2024-06-01 00:00:00.000,1380.0,1445.8474399164054
ZA244,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,1721.0,1613.3939393939393
ZV747,MOVIL,O&M,LITORAL,2023-08-01 00:00:00.000,640.0,622.3870967741935
RM755,MOVIL,O&M,ENEL DISTRIBUCION,2020-09-01 00:00:00.000,4197.0,3803.636363636364
FN404,MOVIL,O&M,CHILQUINTA,2022-03-01 00:00:00.000,2699.0,2643.6325431034484
ZM005,MOVIL,O&M,ENEL DISTRIBUCION,2023-05-01 00:00:00.000,269.0,277.9
ZU227,FIJA,O&M,CGED,2023-06-01 00:00:00.000,82.0,62.86666666666667
FN404,MOVIL,O&M,CHILQUINTA,2022-09-01 00:00:00.000,2696.0,2486.9885057471265
TA973,MOVIL,O&M,CGED,2024-06-01 00:00:00.000,4556.0,4361.816666666667
OH995,MOVIL,O&M,CGED,2021-04-01 00:00:00.000,7155.0,6483.984591679507
SA668,MOVIL,O&M,ENEL DISTRIBUCION,2023-10-01 00:00:00.000,4745.0,4640.38125
LA195,MOVIL,O&M,SAESA,2021-07-01 00:00:00.000,4605.0,4638.0460829493095
AI037,MOVIL,O&M,EDELAYSEN,2022-08-01 00:00:00.000,12000.0,5996.990595611285
MA361,MOVIL,O&M,CGED,2020-06-01 00:00:00.000,3476.0,3591.080459770115
RS018,MOVIL,O&M,ENEL DISTRIBUCION,2023-12-01 00:00:00.000,1688.0,1802.3740856844304
PEND91,MOVIL,O&M,CGED,2022-03-01 00:00:00.000,2806.0,2727.299568965517
PEND91,MOVIL,O&M,CGED,2022-09-01 00:00:00.000,3454.0,3132.9435483870966
PEND91,MOVIL,O&M,CGED,2023-01-01 00:00:00.000,3488.0,4198.057142857143
PEND91,MOVIL,O&M,CGED,2024-01-01 00:00:00.000,4069.0,3932.0583333333334
PEND91,MOVIL,O&M,CGED,2024-02-01 00:00:00.000,3547.0,3679.410714285714
PEND91,MOVIL,O&M,CGED,2025-07-01 00:00:00.000,3768.0,3638.0833333333335
AI037,MOVIL,O&M,EDELAYSEN,2023-03-01 00:00:00.000,6200.0,6278.333333333333
ZM005,MOVIL,O&M,ENEL DISTRIBUCION,2023-06-01 00:00:00.000,279.0,261.81041666666664
TA973,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,4083.0,4091.7166666666667
ZA244,MOVIL,O&M,CGED,2024-08-01 00:00:00.000,1515.0,1620.076923076923
RS018,MOVIL,O&M,ENEL DISTRIBUCION,2024-01-01 00:00:00.000,1904.0,1791.1431556948799
FN645,MOVIL,O&M,CGED,2021-02-01 00:00:00.000,703.0,748.7962962962963
ZB780,MOVIL,O&M,CGED,2023-02-01 00:00:00.000,1180.0,1193.6774193548388
VA320,MOVIL,O&M,CHILQUINTA,2023-12-01 00:00:00.000,11256.0,10573.81818181818
TA973,MOVIL,O&M,CGED,2024-11-01 00:00:00.000,3847.0,3769.125806451613
MA361,MOVIL,O&M,CGED,2021-05-01 00:00:00.000,3789.0,4049.469827586207
ZV900,MOVIL,O&M,CGED,2022-01-01 00:00:00.000,1380.0,1438.4988505747126
CC075,MOVIL,O&M,FRONTEL,2023-04-01 00:00:00.000,6473.0,3132.0967741935483
RA772,MOVIL,O&M,CGED,2024-04-01 00:00:00.000,8115.0,3990.9836065573772
AI037,MOVIL,O&M,EDELAYSEN,2023-12-01 00:00:00.000,5720.0,6252.7383367139955
MA092,MOVIL,O&M,CEC,2021-09-01 00:00:00.000,2278.0,2278.0
ZA244,MOVIL,O&M,CGED,2024-10-01 00:00:00.000,1786.0,190.70000000000002
OH995,MOVIL,O&M,CGED,2021-11-01 00:00:00.000,6666.0,6912.4
AI604,MOVIL,O&M,EDELAYSEN,2021-05-01 00:00:00.000,5825.0,6018.773809523809
RM101,MOVIL,O&M,ENEL DISTRIBUCION,2023-02-01 00:00:00.000,18204.0,8511.967213114754
TA973,MOVIL,O&M,CGED,2025-01-01 00:00:00.000,4089.0,4194.601779755284
MA361,MOVIL,O&M,CGED,2021-07-01 00:00:00.000,3923.0,4057.6708333333336
FN645,MOVIL,O&M,CGED,2021-03-01 00:00:00.000,835.0,863.3787878787879
AS585,MOVIL,O&M,CGED,2020-03-01 00:00:00.000,1088.0,1196.496174863388
CC043,MOVIL,O&M,COPELEC,2022-03-01 00:00:00.000,4360.0,4360.0
ZB696,MOVIL,O&M,CGED,2021-07-01 00:00:00.000,1078.833,1107.265
RS875,MOVIL,O&M,CGED,2020-02-01 00:00:00.000,21559.0,6870.450549450549
ZA244,MOVIL,O&M,CGED,2025-09-01 00:00:00.000,1718.0,1496.3225806451615
RS379,MOVIL,O&M,ENEL DISTRIBUCION,2022-03-01 00:00:00.000,5420.0,5316.678571428572
ZL311,MOVIL,O&M,SAESA,2024-11-01 00:00:00.000,3291.0,1526.0190615835777
OH995,MOVIL,O&M,CGED,2022-08-01 00:00:00.000,12716.0,6355.356854838709
AI604,MOVIL,O&M,EDELAYSEN,2022-05-01 00:00:00.000,5485.0,5900.010449320795
ZB780,MOVIL,O&M,CGED,2023-04-01 00:00:00.000,1196.0,1250.794215795328
SA573,FIJA,O&M,ENEL DISTRIBUCION,2024-03-01 00:00:00.000,5537.0,6092.704545454546
RM308,MOVIL,SUCURSAL,ENEL DISTRIBUCION,2022-03-01 00:00:00.000,4590.0,4592.428571428572
SA172,MOVIL,O&M,ENEL DISTRIBUCION,2024-07-01 00:00:00.000,5864.0,5864.0
ZL579,MOVIL,O&M,SAESA,2024-12-01 00:00:00.000,1174.0,1363.3246187363834
AS585,MOVIL,O&M,CGED,2020-07-01 00:00:00.000,1311.0,1274.984879032258
ZB390,MOVIL,O&M,LUZ PARRAL,2021-01-01 00:00:00.000,1065.0,1103.714224137931
ZO184,MOVIL,O&M,CGED,2023-09-01 00:00:00.000,2591.0,1317.4576271186443
ZT022,MOVIL,O&M,CGED,2020-10-01 00:00:00.000,2070.0,2088.7241379310344
RA036,MOVIL,O&M,CGED,2023-04-01 00:00:00.000,5067.0,5145.051724137931
ZB780,MOVIL,O&M,CGED,2023-05-01 00:00:00.000,1331.0,1339.0
ZB040,MOVIL,O&M,CGED,2024-01-01 00:00:00.000,2135.0,2127.7145833333334
ZL613,MOVIL,O&M,SAESA,2025-09-01 00:00:00.000,5543.0,2639.5238095238096
RM308,MOVIL,SUCURSAL,ENEL DISTRIBUCION,2022-04-01 00:00:00.000,2862.0,3128.0625
RM769,MOVIL,O&M,ENEL DISTRIBUCION,2023-11-01 00:00:00.000,3377.0,3148.3541666666665
OH995,MOVIL,O&M,CGED,2023-08-01 00:00:00.000,6241.0,6245.451612903225
SA463,MOVIL,O&M,ENEL DISTRIBUCION,2020-04-01 00:00:00.000,9024.0,8519.839822024473
ZB040,MOVIL,O&M,CGED,2024-04-01 00:00:00.000,1980.0,1979.4375
LA393,MOVIL,O&M,CRELL,2021-06-01 00:00:00.000,4766.0,4489.594907407408
AS585,MOVIL,O&M,CGED,2023-04-01 00:00:00.000,1174.0,643.8064516129032
VA577,MOVIL,O&M,CHILQUINTA,2021-01-01 00:00:00.000,5609.0,5638.618279569892
AI604,MOVIL,O&M,EDELAYSEN,2022-06-01 00:00:00.000,6484.0,5900.265412748172
ZT022,MOVIL,O&M,CGED,2021-07-01 00:00:00.000,2217.0,2295.45625
FS563,MOVIL,O&M,CGED,2022-05-01 00:00:00.000,2558.0,2660.7666666666664
RS875,MOVIL,O&M,CGED,2021-02-01 00:00:00.000,12446.0,5906.576271186441
ZB696,MOVIL,O&M,CGED,2021-09-01 00:00:00.000,1087.0,1087.6625
ZT022,MOVIL,O&M,CGED,2022-03-01 00:00:00.000,2844.0,2721.1209677419356
RA093,MOVIL,O&M,CGED,2022-02-01 00:00:00.000,3680.0,3527.9408866995072
RS304,MOVIL,O&M,ENEL DISTRIBUCION,2021-06-01 00:00:00.000,4650.0,4707.941483803553
FS563,MOVIL,O&M,CGED,2023-09-01 00:00:00.000,2266.0,2341.793103448276
ZB696,MOVIL,O&M,CGED,2021-10-01 00:00:00.000,1074.0,1112.3999999999999
